,hour,dayofweek,month,year,season,holiday,workingday,weather,temp,humidity,windspeed,count
8060,5,5,6,2012,2,0,0,1,22.14,68,7.0015,23
10506,4,1,12,2012,4,0,1,2,16.4,87,8.9981,7
8859,12,5,8,2012,3,0,0,1,31.16,58,15.0013,546
4431,16,6,10,2011,4,0,0,1,24.6,46,26.0027,466
4723,21,2,11,2011,4,0,1,1,16.4,87,0.0,161
7739,20,5,6,2012,2,0,0,1,25.42,35,19.0012,399
4813,15,6,11,2011,4,0,0,2,20.5,42,22.0028,310
7587,12,1,5,2012,2,0,1,1,26.24,73,12.998,264
5475,6,1,1,2012,1,0,1,1,5.74,59,19.0012,85
8524,13,0,7,2012,3,0,1,1,34.44,49,19.0012,239
10870,8,2,12,2012,4,0,1,1,9.84,87,7.0015,678
6326,20,6,2,2012,1,0,0,2,12.3,52,19.0012,103
4971,5,3,12,2011,4,0,1,1,10.66,56,16.9979,24
7201,10,2,4,2012,2,0,1,3,19.68,47,15.0013,147
3735,14,1,9,2011,3,0,1,3,22.14,88,19.0012,24
4948,6,5,11,2011,4,0,0,1,9.84,60,22.0028,12
7403,20,0,5,2012,2,0,1,1,22.14,52,19.0012,323
10135,16,2,11,2012,4,0,1,2,13.12,53,23.9994,273
7196,5,2,4,2012,2,0,1,2,20.5,39,19.0012,34
1143,7,5,3,2011,1,0,0,1,9.84,70,12.998,23
3261,19,4,8,2011,3,0,1,1,30.34,55,16.9979,372
8669,14,4,8,2012,3,0,1,2,35.26,44,16.9979,331
4767,17,4,11,2011,4,1,0,1,13.94,39,22.0028,310
949,0,4,3,2011,1,0,1,2,8.2,55,12.998,12
2405,3,2,6,2011,2,0,1,1,26.24,89,6.0032,3
1697,15,5,4,2011,2,0,0,3,21.32,83,39.0007,78
7424,17,1,5,2012,2,0,1,2,26.24,69,19.0012,717
10805,15,6,12,2012,4,0,0,2,15.58,82,7.0015,338
509,9,4,2,2011,1,0,1,2,6.56,80,8.9981,127
6245,11,3,2,2012,1,0,1,3,13.12,70,7.0015,71
7276,13,2,5,2012,2,0,1,2,23.78,78,12.998,228
729,18,6,2,2011,1,0,0,1,16.4,32,19.9995,95
1664,6,4,4,2011,2,1,0,1,14.76,81,6.0032,47
6868,12,2,4,2012,2,0,1,2,24.6,46,27.9993,283
236,5,1,1,2011,1,0,1,2,6.56,55,8.9981,6
5956,9,5,2,2012,1,0,0,1,9.84,81,8.9981,157
3689,15,6,9,2011,3,0,0,1,31.98,66,19.0012,410
5058,20,6,12,2011,4,0,0,1,14.76,76,8.9981,124
4313,18,1,10,2011,4,0,1,2,24.6,78,15.0013,539
970,21,4,3,2011,1,0,1,2,12.3,70,15.0013,70
6260,2,4,2,2012,1,0,1,2,12.3,93,7.0015,12
10321,11,3,11,2012,4,0,1,2,13.94,61,8.9981,166
1029,10,0,3,2011,1,0,1,1,9.84,60,19.9995,58
9011,20,4,8,2012,3,0,1,2,29.52,58,15.0013,359
1845,19,1,5,2011,2,0,1,1,27.88,57,23.9994,365
5018,4,5,12,2011,4,0,0,1,9.02,75,8.9981,8
494,17,3,2,2011,1,0,1,1,8.2,40,12.998,175
4526,16,1,11,2011,4,0,1,1,19.68,44,11.0014,298
9447,0,0,9,2012,3,0,1,1,22.14,68,11.0014,45
8295,0,5,7,2012,3,0,0,1,31.98,66,8.9981,150
954,5,4,3,2011,1,0,1,2,6.56,74,8.9981,7
4545,11,2,11,2011,4,0,1,1,17.22,71,8.9981,144
10595,21,4,12,2012,4,0,1,2,14.76,93,7.0015,171
7453,22,2,5,2012,2,0,1,3,19.68,82,7.0015,67
7358,23,5,5,2012,2,0,0,2,22.96,83,19.0012,149
4177,2,3,10,2011,4,0,1,1,18.86,67,12.998,10
2797,11,1,7,2011,3,0,1,1,31.98,46,7.0015,172
1899,1,4,5,2011,2,0,1,1,16.4,62,11.0014,32
10773,7,5,12,2012,4,0,0,2,9.84,75,6.0032,48
1700,18,5,4,2011,2,0,0,2,20.5,94,26.0027,38
6726,13,5,3,2012,1,0,0,1,24.6,60,7.0015,686
9565,22,1,10,2012,4,0,1,2,25.42,94,7.0015,240
8191,16,0,7,2012,3,0,1,1,34.44,36,19.0012,365
6034,16,1,2,2012,1,0,1,1,18.04,35,16.9979,276
682,18,4,2,2011,1,0,1,1,11.48,28,0.0,174
735,0,0,2,2011,1,0,1,1,15.58,37,23.9994,11
5607,18,6,1,2012,1,0,0,1,13.94,46,15.0013,181
1913,15,4,5,2011,2,0,1,1,24.6,38,26.0027,260
1641,7,3,4,2011,2,0,1,1,15.58,66,0.0,193
316,16,4,1,2011,1,0,1,1,9.02,41,7.0015,90
2235,1,2,6,2011,2,0,1,1,28.7,84,16.9979,17
5683,23,2,1,2012,1,0,1,3,13.94,87,15.0013,9
9098,11,6,9,2012,3,0,0,2,30.34,70,0.0,489
9205,22,3,9,2012,3,0,1,1,26.24,89,11.0014,217
3726,5,1,9,2011,3,0,1,3,22.14,88,23.9994,21
6425,23,6,3,2012,1,0,0,1,10.66,41,12.998,26
1266,14,3,3,2011,1,0,1,1,20.5,45,7.0015,119
3671,21,5,9,2011,3,0,0,1,27.88,83,8.9981,164
4870,0,2,11,2011,4,0,1,2,18.86,94,0.0,31
5463,18,0,1,2012,1,1,0,1,10.66,33,16.9979,126
2206,20,2,5,2011,2,0,1,3,22.96,88,8.9981,213
10229,15,6,11,2012,4,0,0,1,22.96,37,15.0013,724
2883,1,5,7,2011,3,0,0,2,26.24,89,7.0015,53
5444,22,6,1,2012,1,0,0,1,18.86,55,27.9993,66
6615,22,0,3,2012,1,0,1,2,22.96,56,15.0013,133
4256,9,6,10,2011,4,0,0,1,20.5,77,0.0,185
10120,1,2,11,2012,4,0,1,2,11.48,61,16.9979,92
10375,17,5,11,2012,4,0,0,1,15.58,40,11.0014,403
7876,13,4,6,2012,2,0,1,1,30.34,37,16.9979,416
883,6,1,3,2011,1,0,1,1,8.2,59,19.9995,46
1314,15,5,3,2011,1,0,0,1,20.5,29,27.9993,313
8308,13,5,7,2012,3,0,0,2,39.36,31,16.9979,360
1076,9,2,3,2011,1,0,1,2,10.66,87,16.9979,141
8652,21,3,8,2012,3,0,1,1,31.16,66,15.0013,342
3519,13,1,8,2011,3,0,1,1,31.16,48,19.9995,192
4159,8,2,10,2011,4,0,1,1,21.32,63,0.0,467
3518,12,1,8,2011,3,0,1,1,31.16,48,22.0028,162
10082,11,0,11,2012,4,0,1,1,13.94,46,15.0013,150
7800,9,1,6,2012,2,0,1,2,21.32,72,16.9979,335
2582,12,2,6,2011,2,0,1,1,28.7,34,15.0013,211
9835,4,6,10,2012,4,0,0,1,17.22,77,19.0012,12
10271,9,1,11,2012,4,0,1,3,13.12,81,22.0028,110
9555,12,1,10,2012,4,0,1,2,24.6,88,12.998,104
6522,0,4,3,2012,1,0,1,2,23.78,49,31.0009,54
2919,13,6,7,2011,3,0,0,1,32.8,46,19.9995,367
5402,4,0,12,2011,4,0,1,1,6.56,86,8.9981,4
8349,6,0,7,2012,3,0,1,3,26.24,89,16.9979,92
3349,11,1,8,2011,3,0,1,1,32.8,59,15.0013,149
8261,14,3,7,2012,3,0,1,1,37.72,33,22.0028,241
6920,16,4,4,2012,2,0,1,1,20.5,22,27.9993,536
8947,4,2,8,2012,3,0,1,1,26.24,83,7.0015,4
1636,2,3,4,2011,2,0,1,1,14.76,76,8.9981,3
5179,21,4,12,2011,4,0,1,1,12.3,75,0.0,140
9749,14,2,10,2012,4,0,1,1,24.6,40,11.0014,271
1686,4,5,4,2011,2,0,0,2,14.76,87,15.0013,5
7434,3,2,5,2012,2,0,1,3,22.96,88,11.0014,2
9303,0,1,9,2012,3,0,1,1,21.32,59,7.0015,32
2208,22,2,5,2011,2,0,1,1,21.32,83,0.0,117
156,19,4,1,2011,1,0,1,1,6.56,55,6.0032,95
7786,19,0,6,2012,2,0,1,1,25.42,38,27.9993,645
10479,1,0,12,2012,4,0,1,1,16.4,82,8.9981,13
939,14,3,3,2011,1,0,1,1,9.84,21,7.0015,78
10275,13,1,11,2012,4,0,1,1,13.94,53,16.9979,218
4070,15,5,10,2011,4,0,0,2,17.22,71,19.0012,195
78,10,1,1,2011,1,0,1,2,6.56,69,22.0028,42
4441,2,0,10,2011,4,0,1,1,22.96,54,26.0027,7
8530,19,0,7,2012,3,0,1,1,32.8,63,8.9981,595
7898,11,5,6,2012,2,0,0,1,31.16,35,0.0,569
4810,12,6,11,2011,4,0,0,2,21.32,29,27.9993,354
713,1,6,2,2011,1,0,0,1,8.2,59,6.0032,24
6365,11,4,3,2012,1,0,1,1,15.58,46,12.998,194
5440,18,6,1,2012,1,0,0,3,18.86,59,16.9979,106
6757,20,6,3,2012,1,0,0,1,21.32,77,8.9981,198
5297,19,2,12,2011,4,0,1,2,14.76,62,7.0015,268
7084,13,4,4,2012,2,0,1,1,21.32,27,19.0012,358
6147,9,6,2,2012,1,0,0,1,4.1,49,19.9995,63
5315,13,3,12,2011,4,0,1,2,20.5,55,23.9994,164
8995,4,4,8,2012,3,0,1,1,26.24,73,11.0014,9
4937,19,4,11,2011,4,0,1,1,11.48,41,11.0014,190
1889,15,3,5,2011,2,0,1,1,22.96,26,32.9975,147
396,12,1,1,2011,1,0,1,2,8.2,86,22.0028,3
4025,18,6,9,2011,3,0,0,2,22.96,60,7.0015,289
1085,18,2,3,2011,1,0,1,2,13.94,76,16.9979,188
6422,20,6,3,2012,1,0,0,1,11.48,38,16.9979,88
591,19,0,2,2011,1,0,1,2,13.12,70,0.0,128
1844,18,1,5,2011,2,0,1,1,28.7,48,27.9993,544
3921,10,2,9,2011,3,0,1,1,28.7,70,8.9981,142
5798,18,0,1,2012,1,1,0,1,10.66,52,22.0028,181
4945,3,5,11,2011,4,0,0,1,10.66,48,16.9979,15
10695,1,2,12,2012,4,0,1,1,11.48,61,15.0013,21
8952,9,2,8,2012,3,0,1,2,29.52,62,12.998,367
8715,12,6,8,2012,3,0,0,1,35.26,47,35.0008,491
2819,9,2,7,2011,3,0,1,3,28.7,79,12.998,189
625,6,2,2,2011,1,0,1,1,2.46,45,0.0,43
7102,7,5,4,2012,2,0,0,1,14.76,71,7.0015,64
9428,5,6,9,2012,3,0,0,1,20.5,72,0.0,13
3804,12,4,9,2011,3,0,1,1,26.24,94,0.0,75
137,23,3,1,2011,1,0,1,2,8.2,59,12.998,23
4550,16,2,11,2011,4,0,1,1,19.68,51,7.0015,266
6761,0,0,3,2012,1,0,1,1,19.68,82,7.0015,23
3581,3,4,8,2011,3,0,1,1,26.24,78,0.0,3
8043,12,4,6,2012,2,0,1,1,28.7,45,11.0014,403
6454,4,1,3,2012,1,0,1,1,7.38,51,19.9995,3
1414,19,0,4,2011,2,0,1,1,28.7,24,31.0009,278
9134,23,0,9,2012,3,1,0,2,28.7,84,16.9979,70
109,18,2,1,2011,1,0,1,1,9.84,38,8.9981,169
5960,13,5,2,2012,1,0,0,2,12.3,70,12.998,302
4314,19,1,10,2011,4,0,1,2,23.78,83,15.0013,318
519,19,4,2,2011,1,0,1,2,9.84,65,8.9981,103
1276,0,4,3,2011,1,0,1,1,17.22,58,19.0012,29
1135,23,4,3,2011,1,0,1,1,12.3,52,16.9979,37
266,13,2,1,2011,1,0,1,1,9.02,44,23.9994,49
3362,0,2,8,2011,3,0,1,1,30.34,51,15.0013,37
6048,6,2,2,2012,1,0,1,2,9.84,70,0.0,98
8061,6,5,6,2012,2,0,0,1,22.14,68,12.998,47
8553,18,1,7,2012,3,0,1,1,36.9,33,12.998,772
8205,6,1,7,2012,3,0,1,1,28.7,65,8.9981,154
4343,0,3,10,2011,4,0,1,2,22.14,94,8.9981,15
2193,7,2,5,2011,2,0,1,1,22.14,88,12.998,274
2269,11,3,6,2011,2,0,1,1,30.34,28,26.0027,165
3200,6,2,8,2011,3,0,1,3,29.52,66,32.9975,110
4149,22,1,10,2011,4,0,1,1,20.5,72,8.9981,114
1735,5,0,4,2011,2,0,1,1,16.4,76,6.0032,16
9680,17,6,10,2012,4,0,0,3,16.4,82,15.0013,157
3917,6,2,9,2011,3,0,1,1,23.78,88,7.0015,145
3695,21,6,9,2011,3,0,0,1,29.52,74,16.9979,207
10072,1,0,11,2012,4,0,1,2,12.3,56,11.0014,8
1406,11,0,4,2011,2,0,1,1,24.6,40,26.0027,124
9644,5,5,10,2012,4,0,0,1,22.14,83,12.998,10
5290,12,2,12,2011,4,0,1,2,14.76,57,6.0032,144
2131,17,6,5,2011,2,0,0,3,22.96,78,23.9994,392
743,8,0,2,2011,1,0,1,1,15.58,40,31.0009,256
10540,14,2,12,2012,4,0,1,1,19.68,33,32.9975,218
1742,12,0,4,2011,2,0,1,2,22.96,49,6.0032,184
6138,0,6,2,2012,1,0,0,3,4.1,68,26.0027,21
791,10,2,2,2011,1,0,1,1,10.66,41,26.0027,69
6411,9,6,3,2012,1,0,0,1,12.3,49,30.0026,118
9449,2,0,9,2012,3,0,1,1,21.32,72,0.0,13
1052,9,1,3,2011,1,0,1,1,10.66,41,11.0014,151
6529,7,4,3,2012,1,0,1,2,15.58,40,19.9995,268
10242,4,0,11,2012,4,1,0,1,16.4,76,6.0032,4
2810,0,2,7,2011,3,0,1,1,29.52,74,12.998,37
1228,23,1,3,2011,1,0,1,2,13.12,87,11.0014,18
7195,4,2,4,2012,2,0,1,2,20.5,42,19.0012,7
5527,10,3,1,2012,1,0,1,2,9.84,52,6.0032,86
3502,20,0,8,2011,3,0,1,1,27.06,74,8.9981,285
6382,4,5,3,2012,1,0,0,2,14.76,93,12.998,2
90,22,1,1,2011,1,0,1,1,9.02,64,6.0032,35
5042,4,6,12,2011,4,0,0,1,10.66,87,0.0,11
8056,1,5,6,2012,2,0,0,1,22.96,56,0.0,95
8019,12,3,6,2012,2,0,1,2,27.06,61,15.0013,265
1335,12,4,4,2011,2,0,1,1,13.94,53,23.9994,95
4429,14,6,10,2011,4,0,0,1,24.6,40,19.9995,462
9463,16,0,9,2012,3,0,1,2,26.24,69,16.9979,453
10666,20,0,12,2012,4,0,1,1,18.86,88,16.9979,300
8370,3,1,7,2012,3,0,1,1,27.88,79,0.0,3
10074,3,0,11,2012,4,0,1,2,12.3,56,15.0013,4
10699,5,2,12,2012,4,0,1,1,10.66,60,12.998,37
6963,11,6,4,2012,2,0,0,1,20.5,25,19.0012,404
9032,17,5,8,2012,3,0,0,1,31.16,37,15.0013,635
8315,20,5,7,2012,3,0,0,1,36.9,37,11.0014,276
3591,13,4,8,2011,3,0,1,2,31.16,62,12.998,232
7914,3,6,6,2012,2,0,0,1,26.24,73,7.0015,29
6139,1,6,2,2012,1,0,0,3,3.28,79,31.0009,24
182,21,5,1,2011,1,0,0,1,4.92,39,23.9994,37
6169,7,0,2,2012,1,0,1,1,4.1,54,12.998,195
6669,4,3,3,2012,1,0,1,1,18.04,77,7.0015,14
10702,8,2,12,2012,4,0,1,2,10.66,65,11.0014,688
4495,9,2,10,2011,4,0,1,3,21.32,88,32.9975,202
7716,21,4,6,2012,2,0,1,3,26.24,78,16.9979,85
10,10,5,1,2011,1,0,0,1,15.58,76,16.9979,36
7921,10,6,6,2012,2,0,0,1,31.16,40,7.0015,413
10579,5,4,12,2012,4,0,1,2,10.66,81,7.0015,26
2778,16,0,7,2011,3,1,0,1,33.62,41,0.0,452
183,22,5,1,2011,1,0,0,1,4.92,36,26.0027,34
5927,4,4,2,2012,1,0,1,1,10.66,60,15.0013,2
6057,15,2,2,2012,1,0,1,3,12.3,61,7.0015,54
3622,20,3,9,2011,3,0,1,1,27.06,61,15.0013,280
394,22,0,1,2011,1,1,0,3,5.74,93,16.9979,13
6293,11,5,2,2012,1,0,0,1,13.12,57,8.9981,286
7414,7,1,5,2012,2,0,1,1,21.32,72,19.0012,463
2878,20,4,7,2011,3,0,1,1,27.06,83,11.0014,250
9100,13,6,9,2012,3,0,0,3,29.52,74,6.0032,493
1230,1,2,3,2011,1,0,1,3,12.3,100,19.9995,3
4682,4,1,11,2011,4,0,1,1,12.3,87,0.0,4
6706,17,4,3,2012,1,0,1,3,19.68,82,6.0032,258
239,8,1,1,2011,1,0,1,2,7.38,51,6.0032,217
1204,22,0,3,2011,1,0,1,1,13.12,49,7.0015,47
11,11,5,1,2011,1,0,0,1,14.76,81,19.0012,56
6418,16,6,3,2012,1,0,0,1,14.76,29,32.9975,299
3141,19,1,7,2011,3,0,1,1,31.16,75,12.998,388
1922,0,5,5,2011,2,0,0,1,17.22,82,8.9981,86
4736,10,3,11,2011,4,0,1,2,18.04,88,15.0013,117
10738,20,3,12,2012,4,0,1,1,12.3,45,0.0,241
8096,17,6,6,2012,2,0,0,1,26.24,57,15.0013,593
2850,16,3,7,2011,3,0,1,1,35.26,39,15.0013,265
192,7,6,1,2011,1,0,0,1,3.28,53,12.998,6
10130,11,2,11,2012,4,0,1,2,13.12,51,23.9994,147
9770,11,3,10,2012,4,0,1,1,18.86,36,0.0,251
5727,19,4,1,2012,1,0,1,1,10.66,38,19.0012,206
6589,20,6,3,2012,1,0,0,1,18.04,47,15.0013,171
4005,22,5,9,2011,3,0,0,1,20.5,72,15.0013,143
4572,14,3,11,2011,4,0,1,1,21.32,52,11.0014,152
391,19,0,1,2011,1,1,0,3,7.38,59,12.998,60
8620,13,2,8,2012,3,0,1,1,32.8,52,11.0014,280
429,22,2,1,2011,1,0,1,1,12.3,52,11.0014,59
4327,8,2,10,2011,4,0,1,2,22.14,88,26.0027,404
6000,6,0,2,2012,1,0,1,1,6.56,86,7.0015,72
10176,10,4,11,2012,4,0,1,1,14.76,50,22.0028,197
8775,0,2,8,2012,3,0,1,1,28.7,84,0.0,58
10792,2,6,12,2012,4,0,0,2,13.94,87,6.0032,87
2808,22,1,7,2011,3,0,1,1,31.16,66,15.0013,155
4876,6,2,11,2011,4,0,1,2,18.86,94,6.0032,56
3404,18,3,8,2011,3,0,1,1,31.98,29,6.0032,571
5883,8,2,2,2012,1,0,1,3,14.76,73,7.0015,520
7130,11,6,4,2012,2,0,0,1,25.42,46,19.9995,528
3073,23,5,7,2011,3,0,0,1,27.88,61,15.0013,168
7096,1,5,4,2012,2,0,0,1,16.4,58,8.9981,70
4464,1,1,10,2011,4,0,1,2,18.86,88,0.0,11
4250,3,6,10,2011,4,0,0,1,18.04,88,0.0,30
2868,10,4,7,2011,3,0,1,2,30.34,70,23.9994,138
1776,22,1,4,2011,2,0,1,1,19.68,77,6.0032,112
1606,20,1,4,2011,2,0,1,2,17.22,82,19.0012,103
10143,0,3,11,2012,4,0,1,3,11.48,61,15.0013,15
10106,11,1,11,2012,4,0,1,1,13.12,45,8.9981,216
9641,2,5,10,2012,4,0,0,1,22.96,78,12.998,75
643,0,3,2,2011,1,0,1,3,5.74,86,12.998,16
2061,19,3,5,2011,2,0,1,2,24.6,64,12.998,364
7625,2,3,5,2012,2,0,1,1,24.6,78,11.0014,16
8432,17,3,7,2012,3,0,1,1,31.16,43,15.0013,795
158,21,4,1,2011,1,0,1,1,7.38,47,8.9981,39
8510,23,6,7,2012,3,0,0,1,29.52,79,8.9981,91
1064,21,1,3,2011,1,0,1,1,12.3,49,12.998,75
463,9,2,2,2011,1,0,1,2,9.84,93,6.0032,123
1946,0,6,5,2011,2,0,0,2,20.5,59,7.0015,100
3699,1,0,9,2011,3,1,0,2,27.88,79,7.0015,54
7011,11,1,4,2012,2,0,1,1,20.5,36,0.0,239
9791,8,4,10,2012,4,0,1,1,17.22,71,6.0032,745
6446,20,0,3,2012,1,0,1,1,10.66,37,31.0009,179
6230,20,2,2,2012,1,0,1,1,14.76,46,11.0014,211
4864,18,1,11,2011,4,0,1,2,20.5,72,19.0012,441
1229,0,2,3,2011,1,0,1,3,12.3,93,16.9979,8
5163,5,4,12,2011,4,0,1,1,9.02,80,0.0,20
1131,19,4,3,2011,1,0,1,1,12.3,56,22.0028,118
440,10,1,2,2011,1,0,1,2,6.56,93,0.0,47
9677,14,6,10,2012,4,0,0,2,18.04,67,0.0,314
4321,2,2,10,2011,4,0,1,2,22.96,83,19.0012,2
8085,6,6,6,2012,2,0,0,1,21.32,72,7.0015,23
7135,16,6,4,2012,2,0,0,1,29.52,39,23.9994,616
6993,17,0,4,2012,2,0,1,1,22.14,32,27.9993,632
1502,11,4,4,2011,2,0,1,2,16.4,62,26.0027,98
2026,8,2,5,2011,2,0,1,1,19.68,77,16.9979,442
1178,19,6,3,2011,1,0,0,1,14.76,50,23.9994,101
2323,17,5,6,2011,2,0,0,2,29.52,34,16.9979,344
1542,3,6,4,2011,2,0,0,2,15.58,87,8.9981,16
8300,5,5,7,2012,3,0,0,1,30.34,74,12.998,14
2225,15,3,5,2011,2,0,1,1,22.96,78,11.0014,188
4140,13,1,10,2011,4,0,1,1,22.96,56,19.9995,173
10330,20,3,11,2012,4,0,1,1,13.94,61,7.0015,285
7881,18,4,6,2012,2,0,1,1,31.16,27,15.0013,723
7225,10,3,4,2012,2,0,1,1,19.68,63,6.0032,189
10606,8,5,12,2012,4,0,0,2,15.58,94,6.0032,111
9926,23,2,10,2012,4,0,1,1,18.86,88,15.0013,99
3199,5,2,8,2011,3,0,1,2,31.16,55,6.0032,24
9775,16,3,10,2012,4,0,1,1,20.5,36,8.9981,481
7938,3,0,6,2012,2,0,1,1,26.24,78,7.0015,6
10883,21,2,12,2012,4,0,1,1,13.94,61,15.0013,168
6248,14,3,2,2012,1,0,1,3,13.12,81,12.998,31
2071,5,4,5,2011,2,0,1,2,20.5,88,12.998,25
6319,13,6,2,2012,1,0,0,1,12.3,49,11.0014,261
7385,2,0,5,2012,2,0,1,1,20.5,77,12.998,6
7231,16,3,4,2012,2,0,1,1,25.42,41,7.0015,387
9808,1,5,10,2012,4,0,0,1,13.94,53,8.9981,146
9110,23,6,9,2012,3,0,0,3,27.06,89,6.0032,123
5619,6,0,1,2012,1,0,1,2,9.02,60,8.9981,88
4401,10,5,10,2011,4,0,0,1,22.14,45,30.0026,322
8168,17,6,7,2012,3,0,0,1,37.72,26,19.9995,413
3837,21,5,9,2011,3,0,0,1,26.24,78,6.0032,230
3395,9,3,8,2011,3,0,1,1,29.52,39,15.0013,197
5832,5,2,1,2012,1,0,1,1,13.94,46,35.0008,29
1667,9,4,4,2011,2,1,0,1,20.5,55,12.998,178
6965,13,6,4,2012,2,0,0,1,23.78,23,11.0014,483
9353,2,3,9,2012,3,0,1,1,22.14,77,0.0,9
9956,5,4,10,2012,4,0,1,2,22.14,88,0.0,36
9688,1,0,10,2012,4,1,0,1,13.94,87,11.0014,37
10071,0,0,11,2012,4,0,1,2,12.3,56,12.998,23
3048,22,4,7,2011,3,0,1,1,27.06,57,15.0013,223
10447,17,5,12,2012,4,0,0,2,13.94,76,7.0015,320
10376,18,5,11,2012,4,0,0,1,14.76,50,7.0015,271
10219,5,6,11,2012,4,0,0,1,12.3,87,8.9981,12
10592,18,4,12,2012,4,0,1,2,15.58,71,7.0015,498
8324,5,6,7,2012,3,0,0,1,31.98,62,0.0,6
7421,14,1,5,2012,2,0,1,3,25.42,69,22.0028,71
5180,22,4,12,2011,4,0,1,1,11.48,87,0.0,129
2984,6,2,7,2011,3,0,1,1,30.34,58,11.0014,121
7982,23,1,6,2012,2,0,1,3,27.06,94,15.0013,89
7261,22,1,5,2012,2,0,1,1,26.24,65,0.0,211
9892,13,1,10,2012,4,0,1,1,21.32,45,19.0012,328
972,23,4,3,2011,1,0,1,2,12.3,75,11.0014,46
8202,3,1,7,2012,3,0,1,1,28.7,65,8.9981,2
10545,19,2,12,2012,4,0,1,1,15.58,43,23.9994,414
6546,0,5,3,2012,1,0,0,1,12.3,36,23.9994,77
3491,9,0,8,2011,3,0,1,1,26.24,78,22.0028,222
3108,10,0,7,2011,3,0,1,1,31.16,62,12.998,130
6884,4,3,4,2012,2,0,1,1,15.58,43,19.0012,1
9936,9,3,10,2012,4,0,1,2,20.5,77,11.0014,387
3443,9,5,8,2011,3,0,0,2,28.7,74,11.0014,208
2634,16,4,6,2011,2,0,1,1,31.16,45,11.0014,355
8849,2,5,8,2012,3,0,0,3,26.24,78,12.998,85
3636,10,4,9,2011,3,0,1,2,26.24,76,11.0014,140
9903,0,2,10,2012,4,0,1,1,15.58,76,0.0,49
3862,22,6,9,2011,3,0,0,1,25.42,69,26.0027,95
4844,22,0,11,2011,4,0,1,1,23.78,56,23.9994,113
7429,22,1,5,2012,2,0,1,3,24.6,78,16.9979,147
7976,17,1,6,2012,2,0,1,2,27.06,89,19.0012,681
4101,22,6,10,2011,4,0,0,3,14.76,81,6.0032,64
8796,21,2,8,2012,3,0,1,1,30.34,66,7.0015,381
6555,9,5,3,2012,1,0,0,1,9.84,41,22.0028,148
9054,15,6,8,2012,3,0,0,2,26.24,65,0.0,276
2569,23,1,6,2011,2,0,1,1,22.96,68,15.0013,110
10435,5,5,12,2012,4,0,0,1,9.84,87,6.0032,13
10659,13,0,12,2012,4,0,1,3,18.04,100,15.0013,220
2132,18,6,5,2011,2,0,0,1,22.96,78,16.9979,237
4786,12,5,11,2011,4,0,0,1,18.04,44,19.0012,366
9373,22,3,9,2012,3,0,1,1,24.6,69,8.9981,251
10203,13,5,11,2012,4,0,0,1,21.32,39,0.0,651
2275,17,3,6,2011,2,0,1,1,31.16,20,35.0008,572
1352,5,5,4,2011,2,0,0,2,9.84,75,11.0014,5
3091,17,6,7,2011,3,0,0,1,32.8,49,26.0027,369
5944,21,4,2,2012,1,0,1,1,13.94,49,7.0015,134
8650,19,3,8,2012,3,0,1,1,32.8,63,11.0014,607
332,8,5,1,2011,1,0,0,1,5.74,63,8.9981,23
4839,17,0,11,2011,4,0,1,1,25.42,46,16.9979,519
5971,0,6,2,2012,1,0,0,2,9.84,87,8.9981,61
6629,12,1,3,2012,1,0,1,1,24.6,60,19.0012,244
3037,11,4,7,2011,3,0,1,1,28.7,54,8.9981,210
5864,13,3,1,2012,1,0,1,1,9.02,47,19.0012,124
10414,8,0,11,2012,4,0,1,2,14.76,66,19.9995,663
6657,16,2,3,2012,1,0,1,1,29.52,25,12.998,356
2147,9,0,5,2011,2,0,1,1,24.6,69,12.998,194
4700,22,1,11,2011,4,0,1,1,14.76,87,0.0,108
1116,3,4,3,2011,1,0,1,2,13.12,93,6.0032,2
3743,22,1,9,2011,3,0,1,2,22.14,94,22.0028,84
3206,12,2,8,2011,3,0,1,3,31.16,55,8.9981,161
4910,16,3,11,2011,4,0,1,1,13.12,39,27.9993,195
779,21,1,2,2011,1,0,1,1,9.84,52,0.0,66
9040,1,6,8,2012,3,0,0,1,26.24,65,0.0,131
3312,22,6,8,2011,3,0,0,1,28.7,89,12.998,103
8864,17,5,8,2012,3,0,0,3,30.34,66,23.9994,512
9604,13,3,10,2012,4,0,1,2,29.52,58,22.0028,294
8895,0,0,8,2012,3,0,1,1,27.06,65,7.0015,47
8307,12,5,7,2012,3,0,0,1,39.36,31,23.9994,342
8081,2,6,6,2012,2,0,0,1,22.96,56,6.0032,74
10281,19,1,11,2012,4,0,1,1,13.12,49,23.9994,356
6735,22,5,3,2012,1,0,0,1,22.14,68,0.0,211
4320,1,2,10,2011,4,0,1,3,22.96,83,8.9981,10
9462,15,0,9,2012,3,0,1,2,26.24,65,16.9979,338
2374,20,0,6,2011,2,0,1,1,27.88,61,8.9981,336
3577,23,3,8,2011,3,0,1,2,28.7,74,8.9981,114
3360,22,1,8,2011,3,0,1,1,31.98,46,19.9995,155
10177,11,4,11,2012,4,0,1,1,16.4,47,19.9995,251
4823,1,0,11,2011,4,0,1,1,18.86,63,19.9995,11
4628,22,5,11,2011,4,0,0,1,12.3,65,0.0,82
7968,9,1,6,2012,2,0,1,2,26.24,89,19.0012,285
6292,10,5,2,2012,1,0,0,1,10.66,81,7.0015,205
5164,6,4,12,2011,4,0,1,1,9.02,80,6.0032,63
